MXPM2.5,MXPRS,MXRAINF,MXRH,MXSR,MXTOUT,MXWSR,MXWDV,MNPRS,MNRH,MNSR,MNTOUT,MNWSR,MNWDV,AVPRS,AVRAINF,AVRH,AVSR,AVTOUT,AVWSR,AVWDV,Month,DayWeek,Day,Class
80,721,0,89,0.866999984,35.36999893,18.20000076,343,716.7000122,37,0,23.38999939,3.400000095,23,718.4833349,0,66.79166667,0.256750002,28.8191665,10.05416673,97.41666667,8,1,23,1
106,721.5,0.360000014,88,0.822000027,34.88999939,15.30000019,349,718.7000122,39,0,23.47999954,3.099999905,8,720.2916641,0.015000001,69.29166667,0.271375004,28.14624993,9.20416674,105.5,8,2,24,1
53,721.5999756,0,92,0.833000004,34.15000153,12.39999962,115,718.7000122,45,0,23.59000015,2.200000048,33,720.4749985,0,70.375,0.251666669,28.25624998,7.574999899,67.04166667,8,3,25,1
54,722.4000244,0,87,0.879000008,33.90999985,13,355,719.7000122,41,0,23.34000015,2.799999952,8,721.1458333,0,65.70833333,0.264458334,28.53416665,8.413043572,101.3333333,8,4,26,1
46,722.4000244,0,88,0.878000021,33.93999863,16.79999924,355,718.9000244,33,0,23.29000092,3.400000095,1,720.7750015,0,58.66666667,0.266333335,28.6983335,8.070833306,94.58333333,8,5,27,1
49,720.7999878,0,83,0.901000023,33.97000122,15,347,717.7000122,25,0,21.70999908,3.299999952,5,719.4565164,0,52.73913043,0.295043479,27.98869564,8.217391284,129.1304348,8,6,28,1
88,720.7999878,0,86,0.887000024,33.63000107,14.80000019,354,717.7999878,29,0,21.29999924,1.600000024,10,719.5250041,0,59.70833333,0.270833334,27.58791661,7.599999969,62.75,8,7,29,1
57,720.2999878,0,90,0.846000016,33.84999847,17,350,717.0999756,39,0,22.84000015,3.5,17,718.8863553,0,66.22727273,0.255863637,28.00318163,8.559090929,79.23809524,8,1,30,1
63,720.2999878,0,89,0.853999972,33.54000092,16,351,717,42,0,21.94000053,3.299999952,10,718.6789422,0,70.36842105,0.331210524,26.86421063,6.910526326,115.5454545,8,2,31,1
48,720,0,92,0.856999993,30.56999969,12.5,357,717.7000122,57,0,21.04000092,4.199999809,31,718.9500046,0,74.33333333,0.309857143,25.87958336,8.237499992,161.875,9,3,1,1
0,721.4000244,0,82,0,33.5,12.69999981,348,718.4000244,35,0,22.39999962,2.799999952,6,720.0208384,0,55.08333333,0,28.35666664,7.300000002,139.8333333,10,5,1,0
39,719.5999756,0,63,0,33.47000122,12.30000019,343,716,34,0,22.55999947,2.400000095,6,718.1249924,0,48.75,0,28.0820833,7.495833377,166.75,10,6,2,0
52,716.9000244,0,87,0,30.34000015,15,119,713.5999756,50,0,20.68000031,3.599999905,73,715.5708288,0,67.95833333,0,25.60458334,10.14166665,97.125,10,7,3,1
23,719,0.029999999,94,0,27.35000038,11.60000038,293,715.9000244,66,0,19.79999924,2.599999905,4,717.6125031,0.001666667,80.54166667,0,23.41666635,6.14166671,103.2916667,10,1,4,0
0,721.4000244,0.02,92,0,26.45999908,12.19999981,358,718.7000122,68,0,20.37999916,0.899999976,41,720.0583369,0.000833333,78.5,0,23.67333341,5.245833332,152.0833333,10,2,5,0
0,723.4000244,0.039999999,93,0,27.38999939,8.899999619,223,720.0999756,57,0,20.62000084,1,66,721.3583323,0.002083333,74.75,0,24.65666668,5.324999948,113.625,10,3,6,0
48,721.2999878,0.01,90,0,28.64999962,13.69999981,355,718.7000122,60,0,20.88999939,2.299999952,6,719.7416662,0.000416667,75.45833333,0,24.86041665,8.133333325,113.4166667,10,4,7,1
25,720,0.01,92,0,26.52000046,12.39999962,112,717.5,71,0,21.06999969,3.299999952,70,718.6916656,0.000416667,82.83333333,0,23.53041681,8.56250005,95.08333333,10,5,8,0
0,723.9000244,0.109999999,92,0,26.87000084,12.10000038,358,718.0999756,69,0,20.31999969,2.099999905,52,721.325002,0.009166667,84.125,0,22.8366669,5.791666687,184.3333333,10,6,9,0
0,725,0,89,0.596000016,29.67000008,9.5,358,721.0999756,54,0,21.37000084,1.700000048,34,723.1000036,0,72.79166667,0.151208334,25.12458316,5.399999996,192.8333333,10,7,10,0
36,722,0,82,0.769999981,31.81999969,10,338,717.2000122,44,0,20.53000069,1,34,719.5583344,0,63.66666667,0.216208332,26.59750009,5.149999976,149.9583333,10,1,11,0
54,717.4000244,0,87,0.735000014,38.52000046,10.69999981,325,714,24,0,21.31999969,1.399999976,6,716.1208344,0,57,0.210041669,29.7325,4.412499989,140,10,2,12,1
63,720.7000122,0,82,0.704999983,35.63000107,18.5,360,716.7999878,35,0,23.43000031,1.799999952,7,718.7608696,0,59.91666667,0.189958331,28.9220837,6.229166662,200.4166667,10,3,13,1
66,722,0,84,0.763999999,32.81000137,12.19999981,320,719.2999878,36,0,22.90999985,0.899999976,29,720.5250041,0,61.45833333,0.213583335,27.71083355,7.308695648,130.125,10,4,14,1
45,722,0,91,0.723999977,31.48999977,13.19999981,344,718.7999878,43,0,21.11000061,3.5,4,720.5291646,0,67.79166667,0.205749998,25.97250017,8.229166667,117.4583333,10,5,15,1
35,724.2000122,0.479999989,89,0.69599998,29.52000046,14.39999962,359,720.5999756,50,0,20.45999908,3,4,722.0833359,0.02,73.125,0.177624998,24.31249992,7.449999988,92.33333333,10,6,16,0
45,725.4000244,0.029999999,95,0.702000022,27.56999969,16.10000038,176,722.5999756,50,0,19.73999977,3,6,724.0291723,0.001666667,76.625,0.180375002,22.9104166,7.016666671,72.20833333,10,7,17,1
44,726.4000244,0.01,88,0.749000013,26.93000031,15.30000019,119,723.2999878,53,0,18.55999947,3,16,724.7125041,0.000416667,73.70833333,0.14,22.55041671,9.116666645,84,10,1,18,1
0,725,0,86,0.505999982,25.77000046,14.69999981,137,721.4000244,59,0,19.47999954,4.699999809,54,723.1958415,0,73.33333333,0.118291666,22.5308334,9.012499968,93.54166667,10,2,19,0
0,721.9000244,0,91,0.726999998,27.37000084,14.60000038,117,718.5,57,0,19.52000046,4.5,71,720.2916692,0,75.375,0.168333332,22.85958346,10.11666669,95.20833333,10,3,20,0
49,720.7000122,0,89,0.745999992,29.68000031,17.5,350,717.0999756,55,0,18.56999969,1,1,718.8695652,0,75.25,0.195041664,23.8120834,10.07499999,110.25,10,4,21,1
60,718.2999878,0.02,96,0.504000008,30.01000023,14,112,715.7999878,63,0,21.70000076,3.599999905,24,717.0624975,0.00125,81.41666667,0.094636363,25.3254168,9.404166589,85.66666667,10,5,22,1
56,716.7000122,0.939999998,94,0.280000001,26.97999954,13,117,714.4000244,77,0,23.13999939,5.099999905,69,715.6291682,0.039166667,87.33333333,0.087631578,24.8641665,8.20416673,95.91666667,10,6,23,1
28,720.2000122,0.100000001,96,0.104000002,23.5,13.60000038,358,714.7999878,75,0,18.65999985,1.700000048,226,716.700002,0.02375,88.91666667,0.045555556,20.89208341,6.354166597,307.7916667,10,7,24,0
0,722.4000244,0,78,0.771000028,26.56999969,15,352,719.4000244,47,0,18.67000008,6.800000191,283,720.6833293,0,60.79166667,0.255846154,22.11583336,11.14999994,313.125,10,1,25,0
31,722.2000122,0,49,0.768000007,27.36000061,9.399999619,360,717.9000244,31,0,16.38999939,3.299999952,21,720.1875051,0,41.08333333,0.209791665,21.59833328,6.60833328,203.0833333,10,2,26,0
64,719.5,0,72,0.726999998,29.57999992,8.899999619,325,715.4000244,34,0,15.81000042,1.5,23,717.7125015,0,53.95833333,0.197166666,22.79833329,4.187499955,134.6666667,10,3,27,1
67,718.2000122,0,74,0.74000001,34.27000046,9.100000381,352,715.2000122,24,0,18.29000092,1.399999976,5,716.9375025,0,48.16666667,0.19908333,26.08958324,4.80416667,222.0416667,10,4,28,1
56,717.4000244,0,80,0.654999971,29.04999924,12.19999981,360,713.5,42,0,19.95999908,2,30,715.4083328,0,52.04166667,0.174916667,25.04333329,6.9208333,166.4583333,10,5,29,1
108,714.9000244,0.039999999,96,0,27.26000023,7.800000191,358,710.2000122,68,0,21.06999969,0.899999976,22,712.5000025,0.004166667,87.91666667,0,23.01708341,4.17916668,119.4583333,10,6,30,1
0,720.9000244,0,89,0.75,28.96999931,13.89999962,343,717.9000244,26,0,15.75,1.399999976,6,719.4666672,0,58.58333333,0.202416666,22.39250008,6.254166673,206.7916667,11,1,1,0
0,720.7999878,0,78,0.741999984,29.34000015,9.699999809,332,717.4000244,30,0,16.26000023,0.899999976,42,719.1374944,0,53.04166667,0.198333332,23.10291664,4.859090859,156,11,2,2,0
54,719.5999756,0,88,0.529999971,26.56999969,12.80000019,354,717.0999756,60,0,18.13999939,2.400000095,3,718.3124975,0,73.08333333,0.159727271,22.35624989,6.100000034,100.5,11,3,3,1
50,719.9000244,0,93,0.582000017,28.62999916,10.10000038,355,717.2000122,63,0,20.22999954,2.299999952,9,718.600001,0,80.83333333,0.149176471,23.76458319,6.125000079,114.9583333,11,4,4,1
59,719.4000244,0,95,0.395000011,29.57999992,10.80000019,351,717,64,0,22.05999947,3.900000095,31,718.4541677,0,82.33333333,0.148000001,25.2074999,6.587499976,105.1666667,11,5,5,1
81,720.7000122,0.01,96,0.465000004,27.37999916,11.19999981,119,718.0999756,66,0,21.96999931,3,29,719.3583298,0.000416667,82.54166667,0.133266666,24.23083329,6.762500028,84.75,11,6,6,1
38,724.4000244,0.25,96,0.158000007,21.67000008,16,359,719,82,0,15.02000046,2.299999952,39,720.9625015,0.018333333,90.08333333,0.070600001,19.2545834,7.837500036,291.5833333,11,7,7,0
50,723.7000122,0.01,96,0.009,19.21999931,8.800000191,115,721.0999756,78,0,14.15999985,3.700000048,83,722.3125,0.000833333,89.54166667,0.001285714,16.54458336,6.525000006,97.70833333,11,2,9,1
21,721.7999878,0,94,0.426999986,23.75,6.400000095,358,718.5999756,72,0,16.39999962,0.899999976,4,720.2083359,0,86.20833333,0.105599999,19.46541659,2.887500003,109.2916667,11,3,10,0
0,719.2000122,0,94,0.531000018,31.02000046,9.800000191,353,714.7000122,54,0,18.59000015,1,2,716.9333369,0,77.04166667,0.081000001,24.65208324,3.941666668,155.5416667,11,4,11,0
0,724.5999756,0,86,0.152999997,22.76000023,12.39999962,350,719.5999756,19,0,18.80999947,5.199999809,27,722.75,0,42.20833333,0.030307692,21.55916667,8.591666559,269.25,11,5,12,0
0,726.2000122,0.02,95,0.184,18.15999985,10.69999981,351,723.5999756,47,0,13.61999989,2,8,724.8291677,0.0025,68.91666667,0.042916667,16.15125,4.745833278,185.5833333,11,6,13,0
0,726.7999878,0.059999999,96,0.172999993,16.37999916,7.599999905,360,724,96,0,13.81999969,3.900000095,3,725.1958288,0.02125,96,0.025583333,15.0920833,5.221739106,106.875,11,7,14,0
0,719.5999756,0.02,94,0.075999998,25.10000038,9.399999619,335,712.2000122,76,0,18.47999954,1,15,715.887502,0.001666667,82.84615385,0.01175,21.45583328,4.166666667,139.6666667,11,2,16,0
0,716,0,96,0.601999998,24.37999916,13.89999962,355,709.7999878,45,0,16.62999916,1.299999952,3,712.1833318,0,74.16666667,0.14972727,20.80083323,5.395833333,218.5,11,3,17,0
0,718.5999756,0,85,0.629999995,23.70000076,12.10000038,334,715.4000244,34,0,13.46000004,0.899999976,1,716.9833323,0,60.08333333,0.300999999,18.35708336,5.470833307,148.8695652,11,4,18,0
0,722.5,0,85,0.628000021,25.42000008,11.69999981,352,718.2999878,56,0,13.46000004,2.599999905,65,720.4791692,0,65.75,0.173727272,19.52375011,6.158333341,195.25,11,5,19,0
0,722.0999756,0,96,0.280999988,22.07999992,8.100000381,187,717.5999756,80,0,17.94000053,1.5,32,719.7749964,0,87.41666667,0.04725,19.94083341,4.958333388,97.625,11,6,20,0
0,726.9000244,0,91,0.504000008,23.37000084,16.29999924,357,717.2999878,40,0,14.35999966,1,1,721.1583379,0,72.66666667,0.123578948,18.88208334,8.745833317,221.6666667,11,7,21,0
0,727.2000122,0,45,0.635999978,18.30999947,13.39999962,358,723.5999756,36,0,9.670000076,4.199999809,0,725.6374995,0,40.83333333,0.168260867,13.38166674,8.208333294,187.7083333,11,1,22,0
0,726.2000122,0,76,0.638000011,18.40999985,12.69999981,353,722.7999878,37,0,7.800000191,2.299999952,6,724.4916636,0,52.20833333,0.161416668,13.70374999,7.362499982,110.9583333,11,2,23,0
0,723.0999756,0,88,0.615999997,22.64999962,10.80000019,357,719.2999878,58,0,11.56000042,0.899999976,15,721.2124964,0,72.625,0.154083333,17.52708324,6.162500029,146.2083333,11,3,24,0
54,720.7999878,0,93,0.368999988,23.88999939,13.89999962,351,718.4000244,68,0,16.30999947,1.399999976,6,719.5695642,0,81.34782609,0.084478261,20.17217379,6.221739106,107,11,4,25,1
0,721,0,93,0.512000024,26.42000008,13.19999981,130,718.5,65,0,19.43000031,4.699999809,91,719.7909102,0,79.68181818,0.105363638,22.75727272,9.095454563,107.8181818,11,5,26,0
0,720.9000244,0,93,0.184,22.11000061,10.60000038,354,719,87,0,20.37000084,1,13,720.0208333,0,90,0.035125,21.27875018,5.224999969,100.9583333,11,6,27,0
0,724.0999756,0.07,96,0.108999997,20.75,9.800000191,358,720.0999756,95,0,8.680000305,2.400000095,16,722.174998,0.013333333,95.64705882,0.026625,11.72416663,7.108333349,301.8333333,11,7,28,0
52,723.7999878,0.01,96,0.261999995,13.21000004,7.699999809,360,720.2999878,84,0,8.220000267,2.299999952,9,722.037501,0.00125,92.57142857,0.047375,9.967083335,5.18749998,180.375,11,1,29,1
36,720.7999878,0,96,0.331999987,16.15999985,6.199999809,355,718.5999756,76,0,9.43999958,1.5,19,719.8541641,0,88.10526316,0.073249998,12.3912499,3.621739102,93.58333333,11,2,30,0
0,720.5,0,94,0.639999986,18.10000038,8.600000381,347,718,70,0,12.56999969,2.299999952,5,719.4375025,0,87.5,0.150181818,14.26916671,4.545833349,94.91666667,12,3,1,0
0,726.2999878,0,90,0.317999989,16.90999985,8.600000381,353,719.7999878,60,0,12.89000034,1.600000024,0,723.1499964,0,74.58333333,0.102874999,14.57249999,4.712500026,233.875,12,4,2,0
0,728.5999756,0,84,0.617999971,19.92000008,11.19999981,335,725.7999878,38,0,9.680000305,1,10,727.1124929,0,59.95833333,0.153333332,14.89749992,5.50833331,154.4782609,12,5,3,0
0,729.5999756,0,79,0.620000005,18.12000084,13.10000038,114,727,45,0,7.519999981,1.700000048,9,728.2208277,0,58.04166667,0.156416666,13.48291665,7.108333339,86.54166667,12,6,4,0
0,728.4000244,0,80,0,12.01000023,3.299999952,347,727.5999756,64,0,8.619999886,0.899999976,2,727.8714164,0,74.14285714,0,10.10571425,2.228571381,206.4285714,12,7,5,0
45,726.7000122,0,84,0.560000002,20.17000008,9.300000191,148,723.5999756,63,0,14.14999962,0.899999976,97,724.4769193,0,71.15384615,0.177692309,17.83230774,5.907692377,124.1538462,12,2,7,1
0,723.5,0,91,0.479999989,22.87999916,6.800000191,359,718.7999878,56,0,11.21000004,0.899999976,27,720.9666672,0,76.45833333,0.116374999,16.78875005,3.91875001,150.6086957,12,3,8,0
0,721.0999756,0,89,0.592999995,29.63999939,12.10000038,333,717.4000244,24,0,13.11999989,1,9,719.2208303,0,58.16666667,0.146708334,21.07166664,4.241666704,189.625,12,4,9,0
64,718.9000244,0,72,0.611000001,32.61000061,7.599999905,299,715,17,0,14.85000038,0.899999976,119,717.162501,0,45.375,0.150291667,23.03666667,3.295652172,206.2083333,12,5,10,1
0,716.4000244,0,83,0.495999992,29.60000038,8.800000191,355,713.2000122,23,0,16.36000061,1.799999952,28,714.8666687,0,49.20833333,0.109791666,22.20250018,4.129166678,157.8333333,12,6,11,0
0,716,0,89,0.232999995,24.44000053,8.100000381,337,711.5999756,61,0,18.82999992,1,5,713.4458288,0,82.45833333,0.048666667,20.71458316,4.029166664,142.75,12,7,12,0
31,716.5,0,93,0.606000006,26.89999962,19.70000076,343,710.5,7,0,14.17000008,1.5,6,713.3291702,0,54.25,0.135958334,20.57833322,8.570833385,238.4166667,12,1,13,0
0,717.0999756,0,81,0.614000022,26.76000023,11.19999981,234,712.9000244,23,0,12.21000004,1,5,715.1875,0,48.04166667,0.153791669,19.58875016,5.254166628,122.125,12,2,14,0
0,714.0999756,0,92,0.632000029,33.02000046,7.900000095,359,709.7999878,5,0,13.27000046,1.799999952,47,711.9499969,0,49.95833333,0.156875003,22.71083339,4.087499976,227.1666667,12,3,15,0
40,719.4000244,0,70,0.603999972,21.84000015,15.60000038,354,713.7000122,22,0,13.86999989,4.199999809,2,716.7041677,0,35.25,0.1485,17.67083323,8.358333309,259.25,12,4,16,0
82,724.0999756,0,41,0.588,20.92000008,7.099999905,342,719.5,22,0,11.32999992,1.299999952,4,721.0416641,0,30,0.128124999,15.93541662,4.191666663,191.5,12,5,17,1
91,728.5999756,0,56,0.583999991,17.37999916,12.5,351,724.4000244,30,0,10.15999985,1.100000024,5,726.8083344,0,41.66666667,0.137833334,13.73499997,7.104166607,159.9166667,12,6,18,1
71,728.5999756,0,76,0.565999985,20.28000069,14.30000019,346,724.7999878,48,0,8.140000343,2.299999952,2,726.7416611,0,62.91666667,0.138416666,14.25916664,7.983333389,115.0833333,12,7,19,1
45,725.7999878,0,86,0.356000006,19.07999992,9.5,360,719.5,65,0,11.73999977,2,4,722.2791621,0,75.79166667,0.058875001,15.35708344,3.370833317,215.9166667,12,1,20,1
120,721,0,79,0.218999997,27.63999939,12.89999962,352,718,35,0,16.12999916,1.899999976,69,719.0708313,0,66.04166667,0.042416666,19.9224999,4.11666664,223.625,12,2,21,1
100,718.0999756,0,85,0.411000013,26.20999908,7.199999809,353,710.2000122,49,0,16.5,1.700000048,2,713.8708318,0,72.95833333,0.104541668,20.16083344,3.633333345,193.625,12,3,22,1
94,712.5999756,0,84,0.566999972,33.75999832,14.5,338,709,6,0,15.90999985,1.899999976,61,710.6833293,0,40.625,0.146791663,23.97000003,5.787499999,165.8333333,12,4,23,1
104,718,0,54,0.575999975,33.38999939,13.10000038,304,712.5999756,10,0,17.5,1.299999952,96,714.4541601,0,35.875,0.149916665,24.70624995,5.666666687,171.8333333,12,5,24,1
215,718.9000244,0,80,0.56400001,27.89999962,9.699999809,359,715.0999756,39,0,16.77000046,1.5,20,716.9708328,0,55.95833333,0.141833334,22.67333333,4.691666663,156.5416667,12,6,25,1
118,715.2000122,0,95,0.331,26.38999939,11.89999962,351,708.5999756,64,0,19.04999924,1.5,1,711.9916636,0,79.45833333,0.095041666,22.68458327,4.370833298,144.3333333,12,7,26,1
72,717.9000244,0,95,0.442999989,20.52000046,26.39999962,350,707.5999756,27,0,12.05000019,3.200000048,273,711.4565191,0,60.33333333,0.109750001,15.85124997,14.06250001,314,12,1,27,1
60,720.0999756,0,55,0.609000027,18.98999977,20.70000076,307,716.5,22,0,8.489999771,4.699999809,79,718.1956416,0,34.41666667,0.153041666,13.03208331,10.21666668,165.7916667,12,2,28,1
70,719.7999878,0,69,0.578999996,16.42000008,8.5,360,715.7999878,44,0,8.300000191,1.600000024,1,717.9416656,0,56.91666667,0.110291667,11.96416668,5.166666682,124.875,12,3,29,1
57,724.7999878,0,79,0.367000014,19.75,10.80000019,354,720.2000122,49,0,12.14999962,2.099999905,1,722.7708308,0,64.20833333,0.071000001,14.89874999,7.445833315,206.5416667,12,4,30,1
101,726.5,0.02,95,0.108000003,13.38000011,10.30000019,359,722.9000244,82,0,9.529999733,4,2,724.287501,0.0025,91.65217391,0.021708333,11.68208333,6.25000004,104.7916667,12,5,31,1
